title,authors,year,citationCount,abstract,keywords 
Evaluierung von AJAX-basierten frameworks für das Web 2.0,['A. Langer'],2007,1,,
Technologies for Web Applications,"['P. Sajja', 'R. Akerkar']",2012,17,"The Internet has become an integral part of human life, yet the web still utilizes mundane interfaces to the physical world, which makes Internet operations somewhat mechanical, tedious, and less human-oriented. Filling a large void in the literature, Intelligent Technologies for Web Applications is one of the first books to focus on providing vital fundamental and advanced guidance in the area of Web intelligence for beginners and researchers. Covers techniques from diverse areas of research, including: Natural language processing Information extraction, retrieval, and filtering Knowledge representation and management Machine learning Databases Data, web, and text mining Humancomputer interaction Semantic web technologies To develop effective and intelligent web applications and services, it is critical to discover useful knowledge through analyzing large amounts of content, hidden content structures, or usage patterns of web data resources. Intended to improve and reinforce problem-solving methods in this area, this book delves into the hybridization of artificial intelligence (AI) and web technologies to help simplify complex Web operations. It introduces readers to the state-of-the art development of web intelligence techniques and teaches how to apply these techniques to develop the next generation of intelligent Web applications. The book lays out presented projects, case studies, and innovative ideas, which readers can explore independently as standalone research projects. This material facilitates experimentation with the books content by including fundamental tools, research directions, practice questions, and additional reading.",
Alles Verbunden-Von UPnP zur Geräte-Föderation.,"['A. Heil', 'C. Thiele']",2006,1,"Universal Plug and Play (UPnP) ist ein Industriestandard, mit dem Ziel die Benutzung und Vernetzung von elektronischen Geraten und Computern zu verbessern und zu vereinfachen. Der durch UPnP-Funktionalitat entstehende Mehrwert kann in der Regel jedoch nur innerhalb des UPnP-eigenen Sub-Netzes genutzt werden. Diese Funktionalitat auch auserhalb des UPnP-eigenen Sub-Netzes zuganglich zu machen, erlaubt die hier vorgestellte, auf Web-Technologie basierende, generische Management-Komponente.",
Web Application Development Employing Domain-Specific Languages.,"['M. Nussbaumer', 'P. Freudenstein', 'M. Gaedke']",2006,4,"In Web application development projects, the specification of the envisioned solution is a timeconsuming task suffering from communication problems between the developers and the business. Based on our experiences gained in several real-world projects, we propose an approach combining Domain-Specific Languages and a supporting technical platform. Web application development can thus be performed by composing building blocks and configuring them with DSL programs.",
WCAG formalization with W3C techniques,"['V. L. Centeno', 'C. D. Kloos', 'M. Gaedke', 'M. Nussbaumer']",2005,3,"Web accessibility consists of a set of restrictions that Web pages should follow in order to be functional for different devices and users. These restrictions, which are quite heterogeneous and rather expensive to evaluate, unless relayed to human judgement, are usually expressed within a program's code. Different solutions have recently emerged to express these restrictions in a more declarative way. We present a comparison of some of them and propose some W3C techniques for expressing these constraints. Using W3C technologies, the evaluation cost can be clearly minimized.",
Self-Adaptive Web-Applications,['S. Nakajima'],2013,2,"Open systems such as Web applications are dynamically adaptive to allow desired levels of flexibility. The adaptibity may be achieved by replacing constituent software components at runtime, and a new method is required to ensure that the replacement or substitution is safe. This paper proposes a formal framework of safe substitution for self-adaptive systems and presents a policy-based, system integrity verification method. In an example case, an adaptive Web application demonstrates the effectiveness of the proposed approach.",
Föderierung betrieblicher Anwendungssysteme auf der Grundlage Web-basierter Dienste.,"['M. Gaedke', 'K. Turowski', 'Jörn Rehse']",1999,0,"Das World Wide Web (Web) ist in einem Wandel vom einem Informationsmedium zu einer Plattform für verteilte (betriebliche) Anwendungen begriffen. Mehr und mehr Unternehmen gehen dazu über Waren und Dienstleistungen über das Web anzubieten. Darüber hinaus nutzen sie das Web als Mittel, um ihre oft heterogenen betrieblichen Anwendungssysteme zu föderieren. Das Web wird so gleichermaßen als Vertriebskanal und Integrationsplattform genutzt. Dementsprechend ist auch der Begriff Produkt überladen. So kann mit Produkt einerseits das hergestellte Ergebnis einer Unternehmung gemeint sein, oder andererseits, aus dem Blickwinkel der Softwaretechnik, das Webbasierte Ergebnis der Föderierung von Anwendungssystemen verschiedener Unternehmen. Um ein derartiges Produkt zu erstellen, ist es notwendig, Dienste, die von verschiedenen (betrieblichen) Anwendungssystemen angeboten werden, zu einem neuen, Webbasierten Dienst, dem Produkt, zusammenzustellen. Dazu schlagen wir die Verwendung einer generischen Föderierungsschicht vor und beschreiben deren Realisierung unter Nutzung der WebComposition Markup Language (WCML). Um darüber hinaus eine Kommunikation zwischen den beteiligten Anwendungssystemen zu unterstützen, welche die betriebswirtschaftliche Semantik bewahrt, ergänzen wir die generische Föderierungsschicht um eine statische Föderierungsschicht.",
An Object-Oriented Model (not only) for Hypertext in the Web,"['H. Gellersen', 'M. Gaedke']",2000,2,"Hypertext in the Web suffers from the poorly reversible mapping of high-level design to the resource-oriented Web implementation model. In a Web implementation, higher-level concepts such as typed links, hypertext graphs and navigation are instantiated in untyped and incoherent Web links embedded in resources. We might call this the ""Hypertext gets lost in Web space"" problem. This problem is well-known and leads to poor maintainability of hypertext structures in otherwise rapidly changing web applications. In particular, as maintenance of web applications is usually not any more carried out by original developers/authors but by site engineers, hypertext structural and navigational integrity is easily damaged.",
Remembering Florian Daniel.,"['Marcos Báez', 'F. Casati', 'M. Gaedke', 'S. Dustdar']",2020,2,,
Assessing completeness in training data for image-based analysis of web user interfaces,"['Sebastian Heil', 'M. Bakaev']",2019,1,"Analysis of user interfaces (UIs) based on their visual representation (screenshots) is gaining increasing popularity, institutionalizing the HCI vision field. Witnessing the same visual appearance of a UI like a human user provides the advantage of taking into account layouts, whitespace, graphical content, etc. independent of the concrete platform and framework used. However, visual analysis requires significant amounts of training data, particularly for the classifiers that identify UI elements and their types. In our paper we demonstrate how data completeness could be assessed in training datasets produced by crowdworkers, without the need to duplicate the extensive work. In the experimental session, 11 annotators labeled more than 42000 UI elements in nearly 500 web UI screenshots using the LabelImg tool with the pre-defined set of classes corresponding to visually identifiable web page element types. We identify metrics that can be automatically extracted for UI screenshots and construct regression models predicting the expected number of labeled elements in the screenshot. The results can be used in outlier analysis of crowdworkers in any existing microtasking platform.",
Exploring Crowdsourced Reverse Engineering.,"['Sebastian Heil', 'Felix Förster', 'M. Gaedke']",2018,1,"While Crowdsourcing has been successfully applied in the field of Software Engineering, it is widely overseen in Reverse Engineering. In this paper we introduce the idea of Crowdsourced Reverse Engineering and identify the three major challenges: 1) automatic task extraction, 2) source code anonymization and 3) quality control and results aggregation. To illustrate Crowdsourced Reverse Engineering, we outline our approach for performing the Reverse Engineering activity of concept assignment as a crowdsourced classification task and address suitable methods and considerations with regard to each of the the three challenges. Following a brief overview on existing research in which we position our approach against related work, we report on our experiences from an experiment conducted on the crowdsourcing platform microworkers.com, which yielded 187 results by 34 crowd workers, classifying 10 code fragments with decent quality.",
Loop discovery in publish-subscribe-based user interface mashups,"['Alexey Tschudnowsky', 'M. Gaedke']",2015,2,"User interface UI mashups follow principles and architectures, which should enable even non-technical end users to develop their own widget-based applications. Recently, so-called choreographed solutions have been proposed, which lower the entry barrier even further: mashup designers are supposed to simply place widgets in a shared context and communication among them would emerge automatically. However, existing approaches for enabling self-organization among widgets do not take any measures to prevent undesired or faulty behavior like e.g., self-reinforcing loops or hunting. This paper demonstrates two developments to address this problem in the context of publish-subscribe-based UI mashups. The proposed algorithms are implemented as extensions to the open-source mashup platform Apache Rave.",
Conflict Resolution in Collaborative User Interface Mashups,"['Michael Hertel', 'Alexey Tschudnowsky', 'M. Gaedke']",2015,1,"User Interface UI Mashups propose methods and techniques, which should enable non-programmers to develop their own widget-based solutions. At the moment the process of configuring UI mashups is mainly a single-user activity. Adding support for real-time collaboration to the composition tools could make the development process more ""social"" and, thus, further lower the entry barrier and make users more productive. The paper describes challenges and possible solutions to enable real-time collaboration in UI mashups with particular focus on resolution of conflicts, which can occur as a result of concurrent modifications. Implementation of the proposed mechanisms is demonstrated in the context of an open-source mashup platform Apache Rave.",
Tamper-Evident User Profiles for WebID-Based Social Networks,"['Stefan Wild', 'Falko Braune', 'Dominik Pretzsch', 'Michel Rienäcker', 'M. Gaedke']",2014,1,"Empowering people to express themselves in global communities, social networks became almost indispensable for exchanging user-generated content. User profiles are essential elements of social networks. They represent their members, but also disclose personal data to companies. W3C’s WebID offers an alternative to centralized social networks that aims at providing control about personal data. WebID relies on trusting the systems that host user profiles. There is a risk that attackers exploit this trust by tampering user profile data or stealing identities. In this paper, we therefore propose the IronClad approach. It improves trustworthiness by introducing tamper-evident WebID profiles. IronClad takes protective measures to publicly discover malicious manipulation of profile data. We exemplarily implement IronClad in an existing WebID identity management platform known from previous work.",
Towards awareness and control in choreographed user interface mashups,"['Alexey Tschudnowsky', 'S. Pietschmann', 'Matthias Niederhausen', 'M. Gaedke']",2014,2,"Recent research in the field of user interface (UI) mashups has focused on so-called choreographed compositions, where communication between components is not pre-defined by a mashup designer, but rather emerges from the components' messaging capabilities. Though the mashup development process gets simplified, such solutions bear several problems related to awareness and control of the emerging message flow. This paper presents an approach to systematically extend choreographed mashups with visualization and tailoring facilities. A first user study demonstrates that usability of the resulting solutions increases if proposed awareness and control facilities are integrated.",
Towards a context-aware WebID certificate creation taking individual conditions and trust needs into account,"['Stefan Wild', 'M. Ast', 'M. Gaedke']",2013,4,"WebID is a new development of the W3C. As a universal identification mechanism, WebID enables users to authenticate through client certificates instead of username/password pairs. For creating such WebID certificates, there are different ways available. Each is characterized by several aspects that become important depending on a user's individual conditions and trust needs. Users must carefully consider these aspects on their own to find the most appropriate way for them. There is a risk that inexperienced users make wrong considerations, which affect their security and privacy. In this work, we propose an approach towards a context-aware WebID certificate creation taking individual conditions and trust needs into account. As a proof of concept, we apply the SWAC framework that facilitates JavaScript-based generation of WebID certificates on both client and server. We evaluate our approach and available methods including HTML5 keygen and native implementations using different devices and Web browsers.",
The SWAC Approach for Sharing a Web Application’s Codebase Between Server and Client,"['M. Ast', 'Stefan Wild', 'M. Gaedke']",2013,2,"A Web application's codebase is typically split into a server-side and a client-side with essential functionalities being implemented twice, such as validation or rendering. For implementing the codebase on the client, JavaScript, HTML and CSS are languages that all modern Web browsers can interpret. As the counterpart, the server-side codebase can be realized by plenty of programming languages, which provide facilities to implement standardized communication interfaces. While recent developments such as Node.js allow using JavaScript as a client-side programming languages outside the browser in a simple and efficient way also on the server-side, they lack offering a common codebase for the entire Web application. We present a flexible approach to enable sharing of presentation and business logic between server and client using the same codebase. Our approach aims at reducing development efforts and minimizing coding errors, while taking characteristic differences between server and client into account. We show the impact of our solution during an evaluation and in comparison to related work.",
End-User-Development and evolution of web applications: the webcomposition EUD approach,"['Olexiy Chudnovskyy', 'M. Gaedke']",2012,3,"End-user-development (EUD) has been a field of study for more than 30 years already. The results are visible --- users, who have no or only little programming skills, have become active creators of Web applications, developing new tools to meet their situational needs, sharing them with colleagues and combining them into more complex solutions. Recent trends, like maturation of cloud computing, mass customization and changing demographics resulted in even higher demand for flexible, feature-rich and extensible platforms for end-user development. While the potential of involving end-users into developing task is extremely high, a clear need for new systematic methods has emerged, which would take both the new technological opportunities but also risks resulting from non-professional application development into account. In this paper, we present our research towards systematic, end-user-oriented Web application development. We identify relevant research challenges; derive requirements on EUD-oriented development process and show how the WebComposition approach can be extended to support end-users during the whole life-cycle of Web applications - from requirements elicitation to evolution.",
"Web Engineering: 5th International Conference, ICWE 2005, Sydney, Australia, July 27-29, 2005, Proceedings","['D. Lowe', 'M. Gaedke']",2005,1,"Keynotes.- Keynote: Just Enough Requirements Management for Web Engineering.- Keynote: Performance, Availability and Security in Web Design.- Keynote: Bridging the Gap Between Requirements and Design.- Keynote: Google Maps and Browser Support for Rich Web Applications.- Web Engineering Milieu.- Web Service Engineering - Advancing a New Software Engineering Discipline.- Toward a Comprehension View of Web Engineering.- A Need-Oriented Assessment of Technological Trends in Web Engineering.- Adding Usability to Web Engineering Models and Tools.- Evaluation and Verification.- Organization-Oriented Measurement and Evaluation Framework for Software and Web Engineering Projects.- Web Usability Measurement: Comparing Logic Scoring Preference to Subjective Assessment.- Effectively Capturing User Navigation Paths in the Web Using Web Server Logs.- Design Verification of Web Applications Using Symbolic Model Checking.- Non-functional Requirements / Testing.- Towards Model-Driven Testing of a Web Application Generator.- WIT: A Framework for In-container Testing of Web-Portal Applications.- How to Deal with Non-functional Properties in Web Service Development.- Use Constraint Hierarchy for Non-functional Requirements Analysis.- Miscellaneous 1.- Towards a Taxonomy of Hypermedia and Web Application Size Metrics.- Identifying Websites with Flow Simulation.- An Increase Web Services Performance Method.- A System of Patterns for Web Navigation.- Query / Retrieval.- A Design of Spatial XQuery for Mobile and Location-Based Applications.- An Article Language Model for BBS Search.- Conqueries: An Agent That Supports Query Expansion.- Ubiquitous Information Retrieval Using Multi-level Characteristics.- Applications 1.- First-Order Patterns for Information Integration.- Web Application Development: Java, .Net and Lamp at the Same Time.- A Security Acceleration Using XML Signcryption Scheme in Mobile Grid Web Services.- Light-Weight Distributed Web Interfaces: Preparing the Web for Heterogeneous Environments.- Building Blocks for Identity Federations.- Applications 2.- Level of Detail Concepts in Data-Intensive Web Applications.- Separation of Navigation Routing Code in J2EE Web Applications.- Video-Based Sign Language Content Annotation by Incorporation of MPEG-7 Standard.- E-Legislative Services: Issues and Architecture.- Applications 3.- An Application Framework for Collaborative Learning.- An Investigation of Cloning in Web Applications.- Intelligent Web Information Service Model for Minimizing Information Gap Among People in E-Government.- Intelligent Website Evolution of Public Sector Based on Data Mining Tools.- Ontologies / XML.- An Experiment on the Matching and Reuse of XML Schemas.- Aggregation in Ontologies: Practical Implementations in OWL.- Recursive Application of Structural Templates to Efficiently Compress Parsed XML.- Matching Semantic Web Services Using Different Ontologies.- Semantics / Web Services.- Improving Semantic Consistency of Web Sites by Quantifying User Intent.- A Framework to Support QoS-Aware Usage of Web Services.- Integrating Web Applications and Web Services.- The Semantic Web Services Tetrahedron: Achieving Integration with Semantic Web Services.- Security.- Secure Web Forms with Client-Side Signatures.- Robust and Simple Authentication Protocol for Secure Communication on the Web.- Offline Expansion of XACML Policies Based on P3P Metadata.- Miscellaneous 2.- Automatic Optimization of Web Recommendations Using Feedback and Ontology Graphs.- Recommender Systems Using Support Vector Machines.- Multi-channel Publication of Interactive Media Content for Web Information Systems.- Classification of RSS-Formatted Documents Using Full Text Similarity Measures.- Design 1 (Adaptation / User-Awareness).- Modelling Adaptivity with Aspects.- An Approach to User-Behavior-Aware Web Applications.- A Component-Based Reflective Middleware Approach to Context-Aware Adaptive Systems.- Adaptation of Web Pages for Hand-Held Devices.- Design 2 (Model-Based Approaches).- A Model-Based Approach for Integrating Third Party Systems with Web Applications.- A Model-Driven Approach for Designing Distributed Web Information Systems.- MDA Transformations Applied to Web Application Development.- Higher-Level Information Aspects of Web Systems: Addressing the Problem of Disconnection.- Design 3 (End-Users / Requirements).- As Easy as ""Click"": End-User Web Engineering.- Towards End User Development of Web Applications for SMEs: A Component Based Approach.- Web Applications: A Simple Pluggable Architecture for Business Rich Clients.- From Web Requirements to Navigational Design - A Transformational Approach.- Design 4 (Frameworks / Commercial Experience).- Web Applications Design with a Multi-process Approach.- ""Designing for the Web"" Revisited: A Survey of Informal and Experienced Web Developers.- Web OPEN-Integrated: Proposed Framework for Web Development.- Framework for Collaborative Web Applications.- Design 5.- Discovering Re-usable Design Solutions in Web Conceptual Schemas: Metrics and Methodology.- The Role of Visual Tools in a Web Application Design and Verification Framework: A Visual Notation for LTL Formulae.- OOHDMDA - An MDA Approach for OOHDM.- A Service-Centric Architecture for Web Applications.- Posters.- NavOptim: On the Possibility of Minimising Navigation Effort.- A First Step Towards the Web Engineering Body of Knowledge.- Design Considerations for Web-Based Interactive TV Services.- Web Service Based Integration of Biological Interaction Databases.- Integrating Process Management and Content Management for Service Industries.- Service Publishing and Discovering Model in a Web Services Oriented Peer-to-Peer System.- A Web Services Method on Embedded Systems.- Evaluating Current Testing Processes of Web-Portal Applications.- XML Approach to Communication Design of WebGIS.- Automatic Generation of Client-Server Collaborative Web Applications from Diagrams.- Web Operational Analysis Through Performance-Related Ontologies in OWL for Intelligent Applications.- WCAG Formalization with W3C Techniques.- Analyzing Time-to-Market and Reliability Trade-Offs with Bayesian Belief Networks.- A UI-Driven Lightweight Framework for Developing Web Applications.- Demos.- Modelling the Behaviour of Web Applications with ArgoUWE.- Simulating Web Applications Design Models.",
WebID+ ACO: A distributed identification mechanism for social web,"['Dominik Tomaszuk', 'M. Gaedke', 'Hendrik Gebhardt']",2011,7,"This paper defines an approach to managing digital identity requiring special-purpose technology on the browser client. We propose a mechanism using standards, such as HTTP(S) extended with WebID Protocol and Semantic Web ontologies and vocabularies. We present a scalable method that allows user authentication and authorization to work across multiple websites, enterprises, devices, and browsers in a uniform and easy-to-use manner.",
A Descriptive Approach for the Lifecycle Support of Distributed Web-Based Systems.,"['F. Majer', 'M. Nussbaumer', 'M. Gaedke']",2008,1,"Through the advancement in technology and the spreading of the internet, a wide range of different application types has evolved. To cope with the increased complexity of today's Web-based systems, approaches facilitating development, operations and evolution of these heterogeneous and distributed systems are vital. The approach, presented in this contribution, is based on a dedicated information model allowing the description of the overall system and its components characteristics. At runtime, the relevant model information is processed and provided to different in the system's lifecycle involved stakeholders and supports them to fulfill their activities. Due to this use in terms of orientation and guidance, our approach is called the Integrated Information Map (i²map). Furthermore, the descriptive information regarding the nominal status and behavior of the components is used for automated monitoring and testing to assure the quality of the overall system at deployment and throughout operations.",
Components for growing the RESTful enterprise,"['Andreas Heil', 'J. Meinecke', 'M. Gaedke']",2008,1,"For a modern enterprise, it is vital to be on the Web. Beyond offering human-readable Web sites, organizations increasingly use the Web as a media for machine-readable data about itself. With the help of technologies like XML feeds, RESTful Web services and semantic markup, new forms of enterprises models emerge in a bottom-up way. These models are easily consumable and facilitate the interaction with departments, partners and customers. Engineering good publishing systems is however extremely challenging. On the one hand, knowledge of many technologies is required; on the other hand, it must be easy to extend systems and data models in accordance to agile businesses. In this paper, we propose a framework of components for publishing dynamically growing enterprise models on the Web, present an implemented system and discuss its use in a case study.",
Web composition with accessibility in mind,"['V. L. Centeno', 'C. D. Kloos', 'M. Gaedke', 'M. Nussbaumer']",2006,1,"Web accessibility should be a part of the Web design process instead of being a post-design repair process. Thus, it should be more integrated within the internal authoring tools' mechanism of generating new accessible Web contents. Web pages are usually composed of small pieces of HTML code which, dynamically nested and combined, generate full Web pages. This Web composition, specially when creating Web pages from data extracted from heterogeneous or external sources, should have accessibility into account in order to guarantee that the final page being constructed is accessible. This paper presents the set of rules that, in a Web composition process, a design tool must follow in order to guarantee that the Web pages being generated are accessible. These rules are formalized with W3C standards like XPath and XQuery expressions (so they are vendor-neutral). We also present WSLS as an accessibility enabled authoring tool that makes this task feasible, and focus on how this tool incorporates accessibility into the process of generating new Web contents.",
Web engineering: introduction to Minitrack,"['M. Gaedke', 'D. Schwabe', 'G. Rossi', 'H. Gellersen']",2000,2,"The Web has evolved into a global environment addressing all kinds of application delivery, ranging from small-scale and short-lived services to large-scale, enterprise workflow systems distributed over many servers. The design, implementation, maintenance respectively evolution, and federation of such Web applications requires the application of software engineering practice, specifically as the life-cycle of Web applications is dramatically influenced by arising technologies, user-behavior, and state-of-the-art trends in electronic commerce. Nevertheless most of today's Web application development is still ad-hoc, which may result from the Web's legacy as a coarse-grained, document-centric information system rather than an application platform. Furthermore, the navigational metaphor intrinsic to the Web opens up new ways of managing huge information spaces, and the way users interact with applications to perform a task. Because the Web implementation model does not relate well to state-of-the-art software development models, it is rather difficult to define frameworks that enable the construction of Web Information System applications, reuse design knowledge captured in design patterns, or bridge the gap between a design model and the Web implementation model. This problematic was recently referred to as Web Crisis indicating that the lack of a structured approach will restrict the process of developing or federating more complex systems in the Web relating to cost reduction and quality improvement. In the recent years, this “webexperience” in the Hypermedia and Web community evolved into a new discipline called Web Engineering. Thus, Web Engineering focuses on the evolution of a profound engineering process and dedicated technologies, methods, and models for the development and maintenance of Web-applications. The Minitrack consists of five papers that cover a broad range of aspects concerning Web Engineering: In “Towards a Relationship Navigation Analysis” Yoonhee Yoo and Michael Bieber discuss the importance for determining the relationships within conceptual domains or implementations. Thus, they introduce the Relationship Navigation Analysis for system analysis, which is based on a generic relationship taxonomy and provides a systematic way of identifying useful relationships in application domains. German and Cowan investigate many design patterns of the Web community in “Towards a unified catalog of hypermedia design patterns”. They analyze the vocabularies and taxonomies of design patterns for the Web that are in use today and propose to rewrite the patterns using a uniform vocabulary. Markus Schranz, Johannes Weidl, and Stefan Zechmeister argue in “Engineering Complex World Wide Web Services with JESSICA and UML” that complex Web services are comparable to large software systems. Therefore, the management and engineering process requires dedicated methodologies and processes. The authors introduce the use of the object-oriented language JESSICA and its support by the Uniform Modeling Language UML. They demonstrate the use of the engineering system with a real world application. In their paper “A Schema-Based Approach to Web Engineering” Christoph Kuhnke, Andreas Turk, and Josef Schneeberger present a tool that supports their process model for publishing. They suggest the separation of content, layout, navigation, and structure for Document Engineering. This discipline focuses on document design, authoring, and production, and is seen as a methodology of Web Engineering. In “Using Finite State Machines as Design and Engineering Model for Database Backed Web Applications” Karl M. Göschka and Jürgen Falb examine the use of hyperlink for user interaction with relational databases. They present an approach using finite state machines as basis for modelling dynamically generated hyperlinks, which in turn are used to interact with databases. Proceedings of the 33rd Hawaii International Conference on System Sciences 2000",
Patterns and Components: Capturing the Lasting amidst the Changing,"['H. Gellersen', 'F. Lyardet', 'M. Gaedke', 'D. Schwabe', 'G. Rossi']",1999,4,"Documents, sites and in general applications in the World-Wide Web are undergoing constant evolution. Yet we would argue that not everything changes but that a large proportion of design decisions are of lasting quality. We propose that such design decision be captured explicitly through complimentary use of design patterns in design methods, and illustrate this with the use of patterns in the Object-Oriented Hypermedia Design Method (OOHDM). Further, we propose the use of an object-oriented web implementation technology, the WebComposition Markup Language (WCML), to facilitate straightforward mapping of object-oriented design patterns to an implementation, and so to facilitate the tracking of higher-level design decisions in a web implementation.",
NAND-measure: An Android App for Marker-based Spatial Measurement.,"['Maik Benndorf', 'Maximilian Jugl', 'T. Haenselmann', 'M. Gaedke']",2021,1,"In a disaster scenario, a quick decision must be made whether a bridge is stable enough to be used. The natural frequencies of a bridge can provide information about its condition. The actual frequencies (e.g. measured by the acceleration sensor built into a smartphone) must be compared with the desired frequencies. The desired frequencies can be approximated for example with the Finite Element Method (FEM).Among other parameters, the FEM requires the dimensions of the bridge. Numerous applications for spatial measurement for different purposes are offered in the mobile App-stores. However, most of these apps are limited to short distances of up to five meters and are not suitable for the aforementioned scenario. In this article, we present NAND-Measure an application for spatial measurements for short distances (below one meter) up to distances of 50 meters. Two methods have been implemented a stereoscopic approach with a single camera and an approach based on the pinhole camera model. Both methods were evaluated by taking sixty over different distances. Overall, the approach based on the pinhole camera model was more accurate and showed smaller deviations.",
aTLAS: a testbed to examine trust for a redecentralized web,"['Valentin Siegert', 'Mahda Noura', 'M. Gaedke']",2020,0,"The redecentralization of the web introduces new challenges on trusting data from other sources due to many unknown or even hidden parties. An application working trustworthy in a decentralized web must evaluate trust and take trustaware decisions autonomously without relying on a centralized infrastructure. This autonomy and the huge amount of available applications necessitates the web to be modelled as an open dynamic Multi-Agent System (MAS). To evaluate the trust of web agents, the most suitable trust models need to be identified and used. Despite the various trust models proposed in the literature for evaluating a web agent’s trust, the examination of them with different scenarios and configurations is not trivial. To address these challenges, we showcase aTLAS, a Trust Laboratory of Multi-Agent Systems which is a web-based wizard testbed for researchers and web engineers to evaluate trust models systematically. aTLAS will enable future research regarding trust evaluations in a decentralized web. We show the different features provided by aTLAS through a set of experiments.",
Natural language goal understanding for smart home environments,"['Mahda Noura', 'Sebastian Heil', 'M. Gaedke']",2020,0,"One of the main challenges of the Internet of Things (IoT) is to enable end-users without technical experience to use, control or monitor smart devices. However, enabling end-users to interact with these smart devices in an intuitive and natural way becomes increasingly important as they become more pervasive in our homes, workplaces and public environments. Voice-based interfaces are the emerging trend to provide a more natural human-device interaction in smart environments. Such interfaces require Natural Language Understanding (NLU) approaches to identify the meaning of end-users' voice inputs. Designing voice interfaces that are not limited to a small, fixed set of pre-defined commands is far from trivial. Existing voice-based solutions in the smart home domain either restrict the end-users to follow a strict language pattern, do not support indirect goals, require a large training dataset, or need a voice assistant located in the cloud. In this paper, we propose an approach for understanding end-users goals from voice inputs in smart homes. Our approach alleviates the need for end-users to learn or remember concrete operations of the devices and specific words/pattern structures rather it enables them to control their smart homes based on the desired goals (effects). We evaluate the approach through application to a collection of 253 goals from real end-users and report on quality metrics. The results demonstrate that our solution provides a good accuracy, high precision and acceptable recall for understanding end-users goals in the smart home domain.",
SolidRDP: Applying Solid Data Containers for Research Data Publishing,"['André Langer', 'Dang Vu Nguyen Hai', 'M. Gaedke']",2020,2,"In the context of Open Science, researchers are encouraged to publish their research datasets in digital data repositories so that others can find and reuse it.",
VISH: Does Your Smart Home Dialogue System Also Need Training Data?,"['Mahda Noura', 'Sebastian Heil', 'M. Gaedke']",2020,1,"The main objective of smart homes is to improve the quality of life and comfort of their inhabitants through automation systems and ambient intelligence. Voice-based interaction like dialogue systems is the current emerging trend in these systems. Natural Language Understanding (NLU) model can identify the end-users’ intentions in the utterances provided to spoken dialogue systems. The utility of dialogue systems is reliant on the quality of NLU models, which is in turn significantly dependent on the availability of a high-quality and sufficiently large corpus for training, containing diverse utterance structures. However, building such corpora is a complex task even for companies possessing significant human and infrastructure resources. On the other hand, the existing corpora for the smart home domain are either concerned with web services, focus on direct goals only, follow static command structure, or are not publicly available in English language which limits the development of goal-oriented dialogue systems for smart homes. In this paper, we propose a generic method to create training data for the NLU component using a generative grammar-based approach. Our method outputs, Voice Interaction in Smart Home (VISH) dataset consisting of five million unique utterances for the smart home. This dataset can greatly facilitate research in the area of voice-based dialogue systems for smart homes. We evaluate the approach by using VISH to train several state-of-the-art NLU models. Our experiment results demonstrate the capability of the corpus to support the development of goal-oriented voice-based dialogue systems in the context of smart homes.",
I Don’t Have That Much Data! Reusing User Behavior Models for Websites from Different Domains,"['M. Bakaev', 'Maximilian Speicher', 'Sebastian Heil', 'M. Gaedke']",2020,1,"User behavior models see increased usage in automated evaluation and design of user interfaces (UIs). Obtaining training data for the models is costly, since it generally requires the involvement of human subjects. For interaction’s subjective quality parameters, like aesthetic impressions, it is even inevitable. In our paper, we study applicability of trained user behavior models between different domains of websites. We collected subjective assessments of Aesthetics, Complexity and Orderliness from 137 human participants for more than 3000 homepages from 7 domains, and used them to train 21 artificial neural network (ANN) models. The input neurons were 32 quantitative metrics obtained via computer vision-based analysis of the homepages screenshots. Then, we tested how well each ANN model can predict subjective assessments for websites from other domains, and correlated the changes in prediction accuracies with the pairwise distances between the domains. We found that the Complexity scale was rather domain-independent, whereas “foreign-domain” models for Aesthetics and Orderliness had on average greater prediction errors for other domains, by 60% and 45%, respectively. The results of our study provide web designers and engineers with a first framework to assess the reusability and difference in prediction accuracy of the models, for more informed decisions.",
Towards gait analysis-Creating a setup for the analyses under laboratory conditions,"['Maik Benndorf', 'M. Gaedke', 'T. Haenselmann']",2019,1,"The human gait offers a variety of information about the human being. In order to make accurate statements about this information, it is necessary to analyse the gait patterns of numerous participants. This requires the same conditions for all participants, which are difficult to realize in reality. In this paper, we describe an approach with which the gait analysis can be carried out for all participants under laboratory conditions. We propose a setup for the recording of the data and a pipeline for analysing. This approach will be evaluated with exemplary results of a volunteer.",
